id_pedido,data,categoria,preco_unitario,quantidade,regiao,forma_pagamento,valor_total
1762,2024-05-11,Esporte e Lazer,484.34,3,Centro-Oeste,Pix,1453.02
3155,2024-05-11,Livros,59.66,4,Sul,Cartão de Crédito,238.64
2941,2024-05-11,Esporte e Lazer,353.2,1,Sudeste,Cartão de Crédito,353.2
2130,2024-05-11,Esporte e Lazer,304.94,4,Sudeste,Boleto,1219.76
611,2024-05-11,Moda,312.2,2,Sudeste,Cartão de Crédito,624.4
2616,2024-05-11,Eletrônicos,1443.56,3,Sudeste,Cartão de Débito,4330.68
3807,2024-05-11,Livros,47.34,1,Sul,Pix,47.34
1567,2024-05-11,Moda,152.92,2,Nordeste,Pix,305.84
3125,2024-05-11,Eletrônicos,1597.28,1,Sudeste,Cartão de Crédito,1597.28
3604,2024-05-11,Casa e Decoração,290.48,2,Sudeste,Cartão de Crédito,580.96
1868,2024-05-11,Livros,63.04,1,Centro-Oeste,Cartão de Crédito,63.04
2471,2024-05-11,Moda,87.39,1,Nordeste,Boleto,87.39
3194,2024-05-11,Beleza,174.25,2,Sul,Cartão de Crédito,348.5
2768,2024-05-11,Eletrônicos,2086.09,3,Sudeste,Pix,6258.27
3354,2024-05-11,Beleza,140.56,1,Norte,Boleto,140.56
794,2024-05-11,Livros,44.65,3,Sudeste,Cartão de Crédito,133.95
3284,2024-05-11,Livros,59.57,3,Sudeste,Cartão de Crédito,178.71
4018,2024-05-11,Casa e Decoração,32.08,4,Sudeste,Cartão de Crédito,128.32
94,2024-05-11,Beleza,196.07,4,Sudeste,Cartão de Débito,784.28
815,2024-05-11,Casa e Decoração,769.43,4,Sudeste,Cartão de Débito,3077.72
3277,2024-05-11,Esporte e Lazer,177.18,2,Sudeste,Cartão de Crédito,354.36
4763,2024-05-11,Casa e Decoração,316.05,2,Sudeste,Pix,632.1
4286,2024-05-11,Esporte e Lazer,210.39,3,Sudeste,Cartão de Crédito,631.17
2703,2024-05-11,Esporte e Lazer,290.93,2,Sudeste,Cartão de Crédito,581.86
2371,2024-05-11,Beleza,103.2,2,Sudeste,Pix,206.4
2035,2024-05-11,Casa e Decoração,232.12,2,Sul,Cartão de Crédito,464.24
4966,2024-05-11,Beleza,217.58,3,Sudeste,Pix,652.74
3050,2024-05-11,Eletrônicos,315.58,1,Sudeste,Pix,315.58
209,2024-05-11,Eletrônicos,310.51,2,Sudeste,Cartão de Crédito,621.02
3448,2024-05-11,Beleza,232.75,2,Nordeste,Cartão de Crédito,465.5
4355,2024-05-11,Moda,201.62,2,Sul,Cartão de Crédito,403.24
500,2024-05-11,Eletrônicos,1792.77,2,Sudeste,Cartão de Crédito,3585.54
1518,2024-05-11,Esporte e Lazer,296.49,3,Sul,Cartão de Crédito,889.47
354,2024-05-12,Eletrônicos,820.32,2,Sudeste,Pix,1640.64
2304,2024-05-12,Eletrônicos,503.31,2,Sudeste,Pix,1006.62
3438,2024-05-12,Moda,253.81,1,Centro-Oeste,Cartão de Crédito,253.81
1733,2024-05-12,Eletrônicos,2491.47,2,Sul,Pix,4982.94
1629,2024-05-12,Casa e Decoração,516.59,1,Sudeste,Cartão de Crédito,516.59
2887,2024-05-12,Beleza,97.0,2,Sudeste,Boleto,194.0
4228,2024-05-12,Casa e Decoração,356.76,2,Nordeste,Cartão de Crédito,713.52
2498,2024-05-12,Eletrônicos,306.34,1,Sudeste,Pix,306.34
2694,2024-05-12,Casa e Decoração,69.0,4,Sudeste,Cartão de Crédito,276.0
716,2024-05-12,Esporte e Lazer,107.85,1,Sudeste,Cartão de Crédito,107.85
4545,2024-05-12,Eletrônicos,2349.02,2,Centro-Oeste,Pix,4698.04
2724,2024-05-12,Livros,58.66,1,Sudeste,Cartão de Crédito,58.66
1928,2024-05-12,Eletrônicos,331.45,1,Sudeste,Cartão de Crédito,331.45
2735,2024-05-12,Esporte e Lazer,116.59,4,Sudeste,Cartão de Crédito,466.36
3499,2024-05-12,Moda,83.13,1,Nordeste,Boleto,83.13
2796,2024-05-12,Casa e Decoração,642.19,3,Sudeste,Cartão de Crédito,1926.57
2129,2024-05-12,Casa e Decoração,107.1,3,Sul,Cartão de Débito,321.3
2311,2024-05-13,Livros,55.41,1,Sudeste,Cartão de Crédito,55.41
1314,2024-05-13,Esporte e Lazer,300.33,1,Sudeste,Boleto,300.33
2260,2024-05-13,Casa e Decoração,465.16,1,Sudeste,Pix,465.16
4938,2024-05-13,Moda,165.06,4,Nordeste,Cartão de Débito,660.24
1052,2024-05-13,Casa e Decoração,640.95,3,Nordeste,Cartão de Crédito,1922.85
1853,2024-05-13,Moda,186.15,3,Sudeste,Boleto,558.45
4183,2024-05-13,Esporte e Lazer,46.27,2,Norte,Pix,92.54
768,2024-05-14,Esporte e Lazer,157.6,4,Nordeste,Cartão de Crédito,630.4
2185,2024-05-14,Esporte e Lazer,331.18,1,Norte,Pix,331.18
1996,2024-05-14,Casa e Decoração,339.61,1,Sudeste,Boleto,339.61
513,2024-05-15,Beleza,109.21,3,Sul,Cartão de Crédito,327.63
596,2024-05-15,Moda,106.89,1,Nordeste,Cartão de Débito,106.89
528,2024-05-16,Moda,103.04,1,Nordeste,Cartão de Crédito,103.04
119,2024-05-16,Eletrônicos,602.76,2,Sudeste,Cartão de Crédito,1205.52
3324,2024-05-16,Esporte e Lazer,531.31,2,Sudeste,Cartão de Crédito,1062.62
4070,2024-05-16,Esporte e Lazer,43.4,1,Sudeste,Pix,43.4
3106,2024-05-16,Moda,275.58,3,Sudeste,Cartão de Crédito,826.74
4280,2024-05-16,Eletrônicos,2508.7,1,Sudeste,Cartão de Crédito,2508.7
4070,2024-05-16,Esporte e Lazer,43.4,1,Sudeste,Pix,43.4
3815,2024-05-17,Esporte e Lazer,246.82,4,Sul,Cartão de Crédito,987.28
3892,2024-05-17,Esporte e Lazer,286.56,2,Centro-Oeste,Cartão de Crédito,573.12
3455,2024-05-17,Esporte e Lazer,184.78,3,Sul,Cartão de Crédito,554.34
2733,2024-05-18,Moda,121.09,1,Sudeste,Pix,121.09
4596,2024-05-18,Moda,73.64,1,Sudeste,Cartão de Crédito,73.64
1895,2024-05-18,Casa e Decoração,360.02,1,Sul,Cartão de Crédito,360.02
1248,2024-05-18,Livros,77.38,4,Nordeste,Pix,309.52
77,2024-05-19,Moda,50.93,1,Centro-Oeste,Cartão de Crédito,50.93
4469,2024-05-19,Casa e Decoração,65.76,3,Centro-Oeste,Cartão de Crédito,197.28
3009,2024-05-19,Esporte e Lazer,363.31,4,Centro-Oeste,Cartão de Débito,1453.24
2723,2024-05-20,Casa e Decoração,123.6,2,Sul,Cartão de Débito,247.2
4674,2024-05-20,Esporte e Lazer,74.76,1,Nordeste,Pix,74.76
1027,2024-05-20,Eletrônicos,899.42,1,Sul,Pix,899.42
4551,2024-05-20,Casa e Decoração,259.09,1,Sudeste,Cartão de Crédito,259.09
1127,2024-05-20,Moda,288.56,2,Sul,Cartão de Crédito,577.12
3122,2024-05-20,Eletrônicos,2584.13,2,Sudeste,Cartão de Crédito,5168.26
2,2024-05-20,Beleza,59.28,1,Sudeste,Pix,59.28
2355,2024-05-21,Beleza,119.11,1,Sul,Cartão de Crédito,119.11
1111,2024-05-21,Moda,55.05,2,Sul,Pix,110.1
1694,2024-05-21,Livros,53.38,1,Nordeste,Pix,53.38
1523,2024-05-21,Eletrônicos,964.58,1,Norte,Pix,964.58
318,2024-05-22,Moda,98.85,2,Sudeste,Pix,197.7
2518,2024-05-22,Moda,167.42,2,Nordeste,Cartão de Crédito,334.84
1724,2024-05-22,Livros,26.12,1,Norte,Cartão de Crédito,26.12
2625,2024-05-22,Moda,113.75,2,Sul,Pix,227.5
2590,2024-05-22,Moda,99.47,1,Norte,Cartão de Crédito,99.47
2479,2024-05-22,Livros,39.94,2,Sudeste,Boleto,79.88
2816,2024-05-22,Eletrônicos,2007.12,1,Sul,Cartão de Crédito,2007.12
3918,2024-05-23,Casa e Decoração,111.15,3,Sudeste,Cartão de Crédito,333.45
3311,2024-05-23,Moda,253.07,2,Norte,Pix,506.14
176,2024-05-23,Livros,22.16,2,Norte,Pix,44.32
3561,2024-05-23,Beleza,46.99,3,Sul,Cartão de Crédito,140.97
1604,2024-05-23,Esporte e Lazer,344.74,1,Centro-Oeste,Cartão de Crédito,344.74
410,2024-05-23,Moda,184.6,1,Sul,Cartão de Crédito,184.6
4882,2024-05-23,Moda,84.55,2,Nordeste,Cartão de Crédito,169.1
304,2024-05-24,Beleza,163.21,1,Sudeste,Cartão de Crédito,163.21
2082,2024-05-24,Eletrônicos,958.65,2,Sudeste,Cartão de Crédito,1917.3
4478,2024-05-24,Eletrônicos,1866.82,2,Nordeste,Pix,3733.64
4928,2024-05-24,Beleza,161.73,2,Nordeste,Pix,323.46
3730,2024-05-24,Eletrônicos,3175.2,1,Sul,Pix,3175.2
4306,2024-05-24,Livros,92.58,1,Sudeste,Cartão de Crédito,92.58
4104,2024-05-24,Casa e Decoração,351.04,2,Sul,Cartão de Débito,702.08
1129,2024-05-25,Beleza,98.12,4,Sudeste,Cartão de Débito,392.48
4432,2024-05-25,Eletrônicos,1874.83,1,Norte,Pix,1874.83
3022,2024-05-25,Livros,32.9,1,Norte,Pix,32.9
1118,2024-05-25,Livros,25.49,4,Sul,Pix,101.96
655,2024-05-25,Beleza,81.83,1,Sul,Cartão de Crédito,81.83
2951,2024-05-25,Casa e Decoração,524.68,1,Sudeste,Cartão de Crédito,524.68
2112,2024-05-26,Eletrônicos,752.66,3,Norte,Cartão de Crédito,2257.98
819,2024-05-26,Beleza,72.0,1,Sudeste,Cartão de Crédito,72.0
461,2024-05-26,Beleza,71.05,4,Sudeste,Cartão de Crédito,284.2
3778,2024-05-26,Livros,62.27,1,Centro-Oeste,Pix,62.27
521,2024-05-26,Livros,34.44,4,Sudeste,Cartão de Crédito,137.76
3967,2024-05-26,Moda,127.33,1,Sudeste,Cartão de Débito,127.33
2587,2024-05-26,Casa e Decoração,456.56,2,Sudeste,Pix,913.12
2601,2024-05-27,Moda,63.52,2,Centro-Oeste,Cartão de Crédito,127.04
610,2024-05-27,Moda,245.35,1,Sudeste,Cartão de Crédito,245.35
2033,2024-05-27,Livros,99.87,1,Sudeste,Pix,99.87
215,2024-05-27,Moda,201.78,1,Nordeste,Cartão de Crédito,201.78
1883,2024-05-27,Esporte e Lazer,559.82,1,Nordeste,Cartão de Débito,559.82
84,2024-05-27,Esporte e Lazer,126.41,4,Sul,Pix,505.64
2562,2024-05-28,Eletrônicos,1366.91,2,Sul,Pix,2733.82
2182,2024-05-28,Casa e Decoração,224.77,3,Sudeste,Pix,674.31
2024,2024-05-28,Eletrônicos,1242.02,1,Sul,Pix,1242.02
4455,2024-05-28,Livros,25.16,1,Norte,Cartão de Crédito,25.16
1676,2024-05-28,Casa e Decoração,374.96,3,Sudeste,Cartão de Crédito,1124.88
3070,2024-05-28,Livros,60.89,4,Nordeste,,243.56
804,2024-05-28,Eletrônicos,2052.74,2,Sul,Cartão de Crédito,4105.48
1505,2024-05-28,Casa e Decoração,593.49,3,Sudeste,Cartão de Crédito,1780.47
2367,2024-05-29,Beleza,21.2,1,Nordeste,Cartão de Crédito,21.2
3591,2024-05-30,Moda,170.45,2,Sudeste,Cartão de Débito,340.9
640,2024-05-30,Casa e Decoração,89.92,2,Sul,Pix,179.84
1242,2024-05-30,Beleza,26.06,3,Sudeste,Cartão de Crédito,78.18
2077,2024-05-30,Moda,330.03,1,Sudeste,Pix,330.03
3565,2024-05-31,Esporte e Lazer,143.99,1,Norte,Pix,143.99
4389,2024-05-31,Eletrônicos,986.11,1,Norte,Cartão de Crédito,986.11
4456,2024-05-31,Casa e Decoração,345.18,1,Centro-Oeste,Pix,345.18
51,2024-05-31,Eletrônicos,371.61,3,Sudeste,Pix,1114.83
1391,2024-06-01,Beleza,229.09,2,Sudeste,Pix,458.18
1504,2024-06-01,Casa e Decoração,214.85,1,Nordeste,Pix,214.85
2655,2024-06-01,Esporte e Lazer,39.21,1,Norte,Pix,39.21
4823,2024-06-01,Moda,78.72,1,Sudeste,Cartão de Débito,78.72
2670,2024-06-01,Livros,35.84,1,Nordeste,Pix,35.84
80,2024-06-02,Moda,280.79,3,Sul,Cartão de Débito,842.37
2109,2024-06-02,Esporte e Lazer,150.73,1,Nordeste,Pix,150.73
474,2024-06-02,Esporte e Lazer,86.69,2,Sudeste,Cartão de Crédito,173.38
4168,2024-06-02,Livros,40.17,3,Sul,Cartão de Crédito,120.51
2858,2024-06-02,Livros,79.96,4,Nordeste,Cartão de Crédito,319.84
3834,2024-06-02,Moda,244.7,2,Sudeste,Cartão de Crédito,489.4
2865,2024-06-02,Moda,57.44,4,Sudeste,Pix,229.76
3147,2024-06-02,Esporte e Lazer,43.83,4,Nordeste,Cartão de Crédito,175.32
347,2024-06-02,Eletrônicos,1549.06,1,Nordeste,Cartão de Crédito,1549.06
727,2024-06-03,Moda,98.63,3,Nordeste,Boleto,295.89
4584,2024-06-03,Moda,288.96,4,Sul,Cartão de Crédito,1155.84
690,2024-06-03,Moda,91.36,3,Sul,Cartão de Crédito,274.08
2050,2024-06-04,Esporte e Lazer,211.07,4,Nordeste,Cartão de Crédito,844.28
2682,2024-06-04,Esporte e Lazer,246.15,1,Nordeste,Pix,246.15
4612,2024-06-04,Moda,166.21,3,Sudeste,Cartão de Débito,498.63
938,2024-06-04,Moda,174.27,1,Sudeste,Cartão de Crédito,174.27
1099,2024-06-04,Esporte e Lazer,382.42,2,Centro-Oeste,Cartão de Crédito,764.84
4149,2024-06-04,Eletrônicos,437.48,2,Sudeste,Cartão de Crédito,874.96
538,2024-06-04,Casa e Decoração,530.99,1,Nordeste,Pix,530.99
1709,2024-06-05,Livros,24.07,1,Sudeste,Boleto,24.07
827,2024-06-05,Esporte e Lazer,322.62,2,Sudeste,Cartão de Crédito,645.24
559,2024-06-05,Moda,313.93,2,Nordeste,Cartão de Crédito,627.86
165,2024-06-05,Livros,43.39,1,Nordeste,Pix,43.39
2124,2024-06-05,Esporte e Lazer,418.76,1,Nordeste,Cartão de Crédito,418.76
437,2024-06-05,Eletrônicos,1541.31,4,Sudeste,Cartão de Crédito,6165.24
1256,2024-06-06,Casa e Decoração,126.58,2,Sudeste,Pix,253.16
4270,2024-06-06,Casa e Decoração,209.74,2,Nordeste,Cartão de Crédito,419.48
3961,2024-06-06,Casa e Decoração,60.05,3,Nordeste,Cartão de Crédito,180.15
4807,2024-06-07,Beleza,20.13,2,Sudeste,Cartão de Crédito,40.26
1259,2024-06-07,Moda,363.84,3,Sudeste,Pix,1091.52
2750,2024-06-07,Esporte e Lazer,263.01,1,Centro-Oeste,Cartão de Crédito,263.01
3818,2024-06-07,Beleza,189.8,1,Sudeste,Cartão de Crédito,189.8
3904,2024-06-07,Esporte e Lazer,104.46,2,Centro-Oeste,Cartão de Crédito,208.92
3150,2024-06-07,Livros,26.15,2,Sudeste,Boleto,52.3
4822,2024-06-08,Livros,85.85,2,Sudeste,Cartão de Crédito,171.7
2802,2024-06-08,Eletrônicos,567.9,3,Sudeste,Cartão de Crédito,1703.7
3328,2024-06-08,Moda,145.24,2,Sudeste,Pix,290.48
1840,2024-06-08,Eletrônicos,468.28,3,Sudeste,Boleto,1404.84
2542,2024-06-08,Eletrônicos,2330.59,4,Sudeste,Pix,9322.36
4780,2024-06-08,Esporte e Lazer,390.44,3,Centro-Oeste,Cartão de Crédito,1171.32
3762,2024-06-08,Casa e Decoração,584.77,1,Nordeste,Cartão de Crédito,584.77
2899,2024-06-08,Moda,273.8,3,Nordeste,Cartão de Crédito,821.4
4926,2024-06-08,Moda,166.24,2,Sudeste,Cartão de Crédito,332.48
3418,2024-06-08,Beleza,85.19,1,Sudeste,Pix,85.19
4003,2024-06-09,Livros,93.2,1,Sul,Cartão de Crédito,93.2
4328,2024-06-09,Moda,314.95,1,Sudeste,Boleto,314.95
418,2024-06-09,Esporte e Lazer,134.77,1,Sudeste,Boleto,134.77
2912,2024-06-09,Moda,148.81,1,Nordeste,Cartão de Débito,148.81
1112,2024-06-09,Casa e Decoração,358.59,1,Nordeste,Pix,358.59
2486,2024-06-09,Livros,31.33,1,Sudeste,Cartão de Crédito,31.33
552,2024-06-09,Beleza,233.24,3,Centro-Oeste,Cartão de Crédito,699.72
3657,2024-06-09,Eletrônicos,289.97,3,Centro-Oeste,Cartão de Crédito,869.91
2639,2024-06-09,Moda,258.36,2,Sudeste,Cartão de Crédito,516.72
273,2024-06-09,Livros,72.16,3,Sudeste,Cartão de Crédito,216.48
2248,2024-06-09,Esporte e Lazer,97.44,1,Sudeste,Pix,97.44
2528,2024-06-09,Esporte e Lazer,561.77,1,Sudeste,Pix,561.77
3159,2024-06-09,Moda,241.64,2,Sul,Cartão de Crédito,483.28
2236,2024-06-09,Casa e Decoração,144.15,2,Nordeste,Cartão de Débito,288.3
3178,2024-06-10,Esporte e Lazer,563.23,2,Nordeste,Cartão de Crédito,1126.46
3914,2024-06-10,Beleza,22.84,2,Nordeste,Cartão de Crédito,45.68
787,2024-06-10,Livros,33.65,1,Sul,Cartão de Crédito,33.65
2159,2024-06-10,Casa e Decoração,133.17,1,Sudeste,Cartão de Crédito,133.17
4102,2024-06-10,Casa e Decoração,219.25,1,Centro-Oeste,Cartão de Crédito,219.25
944,2024-06-10,Beleza,147.41,3,Centro-Oeste,Pix,442.23
471,2024-06-10,Moda,168.48,2,Nordeste,,336.96
2026,2024-06-10,Livros,46.25,1,Sudeste,Cartão de Crédito,46.25
152,2024-06-10,Livros,81.17,2,Sudeste,Cartão de Crédito,162.34
2834,2024-06-10,Eletrônicos,1828.87,2,Sul,Boleto,3657.74
4667,2024-06-10,Beleza,140.5,1,Nordeste,Cartão de Crédito,140.5
1123,2024-06-10,Moda,223.35,2,Nordeste,Pix,446.7
3422,2024-06-10,Moda,77.68,1,Sul,Pix,77.68
2666,2024-06-10,Livros,93.51,1,Norte,Pix,93.51
1767,2024-06-10,Moda,346.53,2,Sudeste,Cartão de Débito,693.06
2301,2024-06-10,Livros,34.18,1,Centro-Oeste,Pix,34.18
37,2024-06-10,Livros,67.53,1,Sul,Cartão de Crédito,67.53
3347,2024-06-10,Esporte e Lazer,545.56,4,Sudeste,Pix,2182.24
206,2024-06-10,Moda,290.96,1,Nordeste,Cartão de Crédito,290.96
3973,2024-06-10,Moda,54.6,1,Sul,Cartão de Crédito,54.6
4915,2024-06-10,Casa e Decoração,804.3,1,Sudeste,Pix,804.3
2114,2024-06-10,Livros,31.37,1,Centro-Oeste,Pix,31.37
2244,2024-06-10,Eletrônicos,2605.5,2,Nordeste,Cartão de Crédito,5211.0
3112,2024-06-10,Livros,26.79,2,Sul,Cartão de Crédito,53.58
4178,2024-06-10,Eletrônicos,1435.52,1,Sudeste,Cartão de Crédito,1435.52
4356,2024-06-10,Moda,200.08,1,Sudeste,Cartão de Crédito,200.08
2712,2024-06-10,Moda,229.97,1,Nordeste,Cartão de Crédito,229.97
2407,2024-06-10,Livros,26.53,2,Sudeste,Cartão de Crédito,53.06
4499,2024-06-10,Esporte e Lazer,361.62,1,Sudeste,Boleto,361.62
339,2024-06-10,Livros,89.3,2,Sudeste,Cartão de Crédito,178.6
3096,2024-06-10,Beleza,40.06,2,Sudeste,Cartão de Crédito,80.12
3195,2024-06-11,Esporte e Lazer,194.71,2,Sudeste,Cartão de Crédito,389.42
4912,2024-06-11,Esporte e Lazer,165.42,1,Sul,Cartão de Crédito,165.42
1742,2024-06-11,Esporte e Lazer,151.48,1,Sudeste,Cartão de Crédito,151.48
182,2024-06-11,Esporte e Lazer,355.97,3,Sudeste,Pix,1067.91
1803,2024-06-11,Beleza,100.39,4,Nordeste,Cartão de Crédito,401.56
1352,2024-06-11,Livros,78.94,2,Nordeste,Boleto,157.88
2938,2024-06-11,Eletrônicos,966.05,1,Nordeste,Pix,966.05
1454,2024-06-11,Beleza,39.37,2,Sudeste,Pix,78.74
3853,2024-06-11,Casa e Decoração,603.71,2,Sudeste,Cartão de Crédito,1207.42
1809,2024-06-11,Eletrônicos,692.75,1,Nordeste,Cartão de Débito,692.75
1428,2024-06-11,Eletrônicos,1767.25,2,Sudeste,Cartão de Crédito,3534.5
579,2024-06-11,Eletrônicos,2016.44,4,Sudeste,Cartão de Crédito,8065.76
1759,2024-06-11,Eletrônicos,1496.09,1,Sudeste,Cartão de Crédito,1496.09
3466,2024-06-11,Livros,32.74,2,Norte,Cartão de Crédito,65.48
4916,2024-06-11,Beleza,75.77,1,Sudeste,Cartão de Crédito,75.77
560,2024-06-11,Livros,32.95,3,Nordeste,Cartão de Crédito,98.85
3612,2024-06-11,Eletrônicos,1777.33,1,Sudeste,Cartão de Crédito,1777.33
3065,2024-06-11,Moda,54.8,2,Sudeste,Cartão de Crédito,109.6
1161,2024-06-11,Esporte e Lazer,504.49,2,Nordeste,Pix,1008.98
2626,2024-06-11,Casa e Decoração,404.49,3,Norte,Cartão de Crédito,1213.47
2125,2024-06-11,Moda,338.62,2,Nordeste,Pix,677.24
5000,2024-06-11,Eletrônicos,337.88,3,Sul,Cartão de Crédito,1013.64
1288,2024-06-11,Esporte e Lazer,51.7,2,Centro-Oeste,Cartão de Débito,103.4
3308,2024-06-11,Esporte e Lazer,298.53,3,Nordeste,Cartão de Crédito,895.59
662,2024-06-11,Beleza,182.12,2,Sudeste,Pix,364.24
126,2024-06-11,Beleza,45.48,4,Sudeste,Cartão de Crédito,181.92
4786,2024-06-11,Beleza,99.97,4,Nordeste,Pix,399.88
3034,2024-06-11,Livros,26.49,2,Centro-Oeste,Cartão de Crédito,52.98
4796,2024-06-11,Eletrônicos,1310.34,1,Centro-Oeste,Cartão de Crédito,1310.34
4330,2024-06-11,Esporte e Lazer,91.11,3,Sul,Cartão de Débito,273.33
2553,2024-06-11,Livros,29.42,1,Norte,Boleto,29.42
902,2024-06-11,Casa e Decoração,349.98,3,Sudeste,Cartão de Crédito,1049.94
1317,2024-06-11,Beleza,32.94,1,Nordeste,Boleto,32.94
68,2024-06-11,Eletrônicos,1403.22,2,Nordeste,Cartão de Crédito,2806.44
2396,2024-06-11,Esporte e Lazer,204.13,1,Sudeste,Pix,204.13
2031,2024-06-11,Casa e Decoração,143.17,2,Norte,Pix,286.34
98,2024-06-11,Livros,44.45,4,Sudeste,Pix,177.8
2685,2024-06-11,Moda,227.83,3,Nordeste,Pix,683.49
3257,2024-06-12,Moda,184.88,1,Centro-Oeste,Cartão de Crédito,184.88
1255,2024-06-12,Livros,99.79,1,Norte,Cartão de Crédito,99.79
4191,2024-06-12,Moda,175.35,4,Nordeste,Cartão de Crédito,701.4
3312,2024-06-12,Esporte e Lazer,176.83,2,Nordeste,Cartão de Crédito,353.66
406,2024-06-12,Esporte e Lazer,147.26,2,Sudeste,Pix,294.52
2343,2024-06-12,Esporte e Lazer,161.56,1,Centro-Oeste,Cartão de Crédito,161.56
420,2024-06-12,Beleza,46.17,2,Sul,Pix,92.34
1879,2024-06-12,Livros,32.34,1,Centro-Oeste,Cartão de Débito,32.34
1143,2024-06-12,Moda,116.87,2,Sul,Cartão de Crédito,233.74
4889,2024-06-12,Esporte e Lazer,86.65,2,Sudeste,Pix,173.3
1390,2024-06-12,Casa e Decoração,479.54,4,Norte,Cartão de Crédito,1918.16
2523,2024-06-12,Livros,95.8,3,Nordeste,Cartão de Crédito,287.4
4931,2024-06-12,Eletrônicos,677.43,1,Sudeste,Cartão de Crédito,677.43
4828,2024-06-12,Moda,164.34,2,Sul,Cartão de Crédito,328.68
4058,2024-06-12,Livros,112.12,4,Sul,Cartão de Crédito,448.48
2535,2024-06-12,Moda,61.38,1,Norte,Cartão de Crédito,61.38
2841,2024-06-12,Livros,102.9,1,Centro-Oeste,Pix,102.9
1484,2024-06-12,Livros,35.09,1,Nordeste,Cartão de Crédito,35.09
93,2024-06-12,Livros,98.67,4,Nordeste,Cartão de Crédito,394.68
923,2024-06-12,Livros,65.25,4,Sudeste,Cartão de Crédito,261.0
429,2024-06-12,Eletrônicos,593.11,2,Sudeste,Cartão de Crédito,1186.22
4964,2024-06-12,Eletrônicos,398.27,2,Nordeste,Pix,796.54
4352,2024-06-12,Beleza,50.41,3,Sul,Cartão de Crédito,151.23
4396,2024-06-12,Livros,33.02,2,Centro-Oeste,Pix,66.04
1601,2024-06-12,Beleza,90.02,1,Sul,Pix,90.02
106,2024-06-12,Moda,223.43,2,Sul,Boleto,446.86
3439,2024-06-12,Esporte e Lazer,86.14,2,Sul,Cartão de Crédito,172.28
1563,2024-06-12,Esporte e Lazer,58.42,2,Nordeste,Cartão de Crédito,116.84
2419,2024-06-12,Esporte e Lazer,36.23,1,Nordeste,Cartão de Crédito,36.23
4950,2024-06-12,Beleza,45.28,1,Norte,Cartão de Crédito,45.28
4066,2024-06-12,Livros,72.24,2,Sudeste,Cartão de Crédito,144.48
3617,2024-06-12,Moda,130.42,3,Nordeste,Cartão de Crédito,391.26
1414,2024-06-12,Beleza,155.73,1,Nordeste,Pix,155.73
849,2024-06-12,Esporte e Lazer,109.26,4,Sudeste,Cartão de Crédito,437.04
1166,2024-06-12,Livros,74.63,1,Sul,Cartão de Crédito,74.63
3190,2024-06-12,Beleza,34.87,2,Sudeste,Pix,69.74
4314,2024-06-12,Beleza,87.91,4,Nordeste,Pix,351.64
2830,2024-06-13,Casa e Decoração,755.58,1,Sudeste,Pix,755.58
1389,2024-06-13,Moda,199.26,1,Sul,Cartão de Crédito,199.26
4401,2024-06-13,Moda,91.44,1,Norte,Cartão de Crédito,91.44
1216,2024-06-13,Esporte e Lazer,217.37,1,Nordeste,Cartão de Crédito,217.37
1433,2024-06-13,Livros,92.82,3,Sudeste,Cartão de Crédito,278.46
669,2024-06-13,Eletrônicos,581.98,3,Sul,Cartão de Crédito,1745.94
4187,2024-06-13,Moda,49.95,2,Nordeste,Pix,99.9
124,2024-06-13,Beleza,132.31,4,Sul,Cartão de Crédito,529.24
1626,2024-06-13,Moda,161.65,1,Nordeste,Pix,161.65
948,2024-06-13,Eletrônicos,747.05,3,Nordeste,Cartão de Crédito,2241.15
654,2024-06-13,Livros,74.52,2,Sudeste,Boleto,149.04
821,2024-06-13,Eletrônicos,2816.62,3,Norte,Cartão de Crédito,8449.86
2322,2024-06-13,Eletrônicos,1237.93,1,Sudeste,Cartão de Débito,1237.93
4008,2024-06-13,Eletrônicos,1585.51,2,Centro-Oeste,Cartão de Débito,3171.02
4738,2024-06-13,Livros,59.34,2,Sul,Pix,118.68
1593,2024-06-13,Eletrônicos,673.63,1,Norte,Pix,673.63
4374,2024-06-13,Casa e Decoração,358.62,3,Sul,Cartão de Crédito,1075.86
3812,2024-06-13,Esporte e Lazer,58.08,1,Centro-Oeste,Pix,58.08
1020,2024-06-13,Eletrônicos,2619.69,4,Sudeste,Boleto,10478.76
1191,2024-06-13,Eletrônicos,583.93,1,Sul,Pix,583.93
75,2024-06-13,Livros,28.77,1,Sul,Cartão de Crédito,28.77
4554,2024-06-13,Casa e Decoração,97.87,1,Nordeste,Pix,97.87
4543,2024-06-13,Moda,85.5,1,Nordeste,Pix,85.5
1353,2024-06-13,Moda,137.78,1,Sudeste,Cartão de Crédito,137.78
4069,2024-06-13,Esporte e Lazer,312.19,1,Sul,Cartão de Crédito,312.19
173,2024-06-13,Livros,42.74,3,Sudeste,Cartão de Crédito,128.22
1777,2024-06-13,Livros,36.3,2,Sul,Pix,72.6
3103,2024-06-13,Eletrônicos,983.73,2,Nordeste,Pix,1967.46
1994,2024-06-13,Moda,111.6,2,Nordeste,Cartão de Crédito,223.2
4751,2024-06-13,Casa e Decoração,47.28,1,Sul,Pix,47.28
3189,2024-06-13,Casa e Decoração,243.39,1,Sudeste,Cartão de Crédito,243.39
